field_name,dk_column_name,description,dataset,data_source,source_link,year
s2503_c05_024e,ACS - Median Monthly Housing Cost (Occupied Housing Units) - By ownership status - Renter-occupied Housing Units - Estimate,estimate-renter-occupied housing units-occupied housing units-monthly housing costs-median (dollars),S2503 Financial Characteristics,US Census American Community Survey (5-year estimates),,2022
s2503_c05_024m,ACS - Median Monthly Housing Cost (Occupied Housing Units) - By ownership status - Renter-occupied Housing Units - Margin of Error,estimate_margin_of_error-renter-occupied housing units-occupied housing units-monthly housing costs-median (dollars),S2503 Financial Characteristics,US Census American Community Survey (5-year estimates),,2022
s2701_c03_001e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - Estimate,estimate-percent insured-civilian noninstitutionalized population,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_001m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_002e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - Under 6 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-under 6 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_002m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - Under 6 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-under 6 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_003e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 6 to 18 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-6 to 18 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_003m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 6 to 18 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-6 to 18 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_004e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 19 to 25 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-19 to 25 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_004m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 19 to 25 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-19 to 25 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_005e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 26 to 34 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-26 to 34 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_005m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 26 to 34 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-26 to 34 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_006e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 35 to 44 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-35 to 44 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_006m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 35 to 44 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-35 to 44 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_007e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 45 to 54 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-45 to 54 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_007m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 45 to 54 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-45 to 54 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_008e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 55 to 64 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-55 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_008m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 55 to 64 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-55 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_009e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 65 to 74 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-65 to 74 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_009m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 65 to 74 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-65 to 74 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_010e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 75 years and over - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-75 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_010m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 75 years and over - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-75 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_011e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - Under 19 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-under 19 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_011m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - Under 19 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-under 19 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_012e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 19 to 64 years - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-19 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_012m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 19 to 64 years - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-19 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_013e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 65 years and over - Estimate,estimate-percent insured-civilian noninstitutionalized population-age-65 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_013m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Age - 65 years and over - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-age-65 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_014e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Sex - Percentage Male - Estimate,estimate-percent insured-civilian noninstitutionalized population-sex-male,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_014m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Sex - Percentage Male - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-sex-male,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_015e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Sex - Percentage Female - Estimate,estimate-percent insured-civilian noninstitutionalized population-sex-female,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_015m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Sex - Percentage Female - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-sex-female,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_016e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - White - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-white alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_016m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - White - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-white alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_017e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Black or African American - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-black or african american alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_017m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Black or African American - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-black or african american alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_018e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - American Indian and Alaska Native - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-american indian and alaska native alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_018m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - American Indian and Alaska Native - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-american indian and alaska native alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_019e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Asian - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-asian alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_019m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Asian - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-asian alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_020e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Native Hawaiian and Other Pacific Islander - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-native hawaiian and other pacific islander alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_020m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Native Hawaiian and Other Pacific Islander - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-native hawaiian and other pacific islander alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_021e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Some other race - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-some other race alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_021m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Some other race - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-some other race alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_022e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Two or more races - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-two or more races,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_022m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Two or more races - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-two or more races,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_023e,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Hispanic or Latino origin (of any race) - Estimate,estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-hispanic or latino (of any race),S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_023m,ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - Hispanic or Latino origin (of any race) - Margin of Error,estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-hispanic or latino (of any race),S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_024e,"ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - White alone, not Hispanic or Latino - Estimate","estimate-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-white alone, not hispanic or latino",S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c03_024m,"ACS - Percentage of Noninstitutionalized Population with Health Insurance (Insured) - By Race - White alone, not Hispanic or Latino - Margin of Error","estimate_margin_of_error-percent insured-civilian noninstitutionalized population-race and hispanic or latino origin-white alone, not hispanic or latino",S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_001e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - Estimate,estimate-percent uninsured-civilian noninstitutionalized population,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_001m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_002e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - Under 6 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-under 6 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_002m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - Under 6 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-under 6 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_003e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 6 to 18 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-6 to 18 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_003m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 6 to 18 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-6 to 18 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_004e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 19 to 25 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-19 to 25 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_004m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 19 to 25 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-19 to 25 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_005e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 26 to 34 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-26 to 34 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_005m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 26 to 34 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-26 to 34 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_006e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 35 to 44 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-35 to 44 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_006m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 35 to 44 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-35 to 44 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_007e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 45 to 54 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-45 to 54 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_007m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 45 to 54 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-45 to 54 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_008e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 55 to 64 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-55 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_008m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 55 to 64 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-55 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_009e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 65 to 74 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-65 to 74 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_009m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 65 to 74 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-65 to 74 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_010e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 75 years and over - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-75 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_010m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 75 years and over - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-75 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_011e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - Under 19 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-under 19 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_011m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - Under 19 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-under 19 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_012e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 19 to 64 years - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-19 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_012m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 19 to 64 years - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-19 to 64 years,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_013e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 65 years and over - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-age-65 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_013m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Age - 65 years and over - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-age-65 years and older,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_014e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Sex - Percentage Male - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-sex-male,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_014m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Sex - Percentage Male - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-sex-male,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_015e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Sex - Percentage Female - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-sex-female,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_015m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Sex - Percentage Female - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-sex-female,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_016e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - White - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-white alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_016m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - White - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-white alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_017e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Black or African American - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-black or african american alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_017m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Black or African American - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-black or african american alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_018e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - American Indian and Alaska Native - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-american indian and alaska native alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_018m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - American Indian and Alaska Native - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-american indian and alaska native alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_019e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Asian - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-asian alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_019m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Asian - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-asian alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_020e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Native Hawaiian and Other Pacific Islander - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-native hawaiian and other pacific islander alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_020m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Native Hawaiian and Other Pacific Islander - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-native hawaiian and other pacific islander alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_021e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Some other race - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-some other race alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_021m,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Some other race - Margin of Error,estimate_margin_of_error-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-some other race alone,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
s2701_c05_022e,ACS - Percentage of Noninstitutionalized Population without Health Insurance (Uninsured) - By Race - Two or more races - Estimate,estimate-percent uninsured-civilian noninstitutionalized population-race and hispanic or latino origin-two or more races,S2701 Selected Characteristics of Health Insurance Coverage in the United States,US Census American Community Survey (5-year estimates),,2022
